Artikelnummer;Artikelbez. D.;Artikelbez. E.;Bestellnr.;Artikelkat.Code;Produktgrp.Code;Status;Artikel-Land;Preiseinheit;Mengeneinheit;Anzahl VE;WaehrungsKZ;HEK-Monacor;UVP-Monacor;HEK-Monacor-Aen.;UVP-Monacor-Aen.;Brand-Bezeichnung;EAN-Code;Katalogseite;Katalogseite Neu;Gewicht per;Brutto-Gewicht;Netto-Gewicht;Zollcode;Analogartikel;Anz.Umverpackung;Anz.Exportkarton;EuroKZ; 
TXS-822HSE;Mikrofonsender;Microphone Transmitter;0240890;8;29;X;CN;0;STUECK;1;USD;44;79,9;0;0;IMG STAGELINE;4007754162783;M29;;1;0,33;0,12;85176990000;;1;20;Nein;
TXS-822HT;Handmikrofonsender;Handheld Transmitter;0240910;8;29;X;CN;0;STUECK;1;USD;48;84,9;0;0;IMG STAGELINE;4007754162806;M29;;1;0,46;0,25;85181095900;;1;20;Nein;
TXS-822LT;Mikrofonsender;Microphone Transmitter;0240930;8;29;X;CN;0;STUECK;1;USD;48;84,9;0;0;IMG STAGELINE;4007754162837;M29;;1;0,36;0,14;85181095900;;1;20;Nein;
TXS-822M;Empfaengermodul;Receiver Module;0244480;8;29;X;CN;0;STUECK;1;USD;42;77,9;0;0;IMG STAGELINE;4007754188479;M29;;1;0,282;0,065;85176930000;;1;20;Nein;
TXS-822SX;Mikrofonsender;Microphone Transmitter;0240950;8;29;X;CN;0;STUECK;1;USD;48;84,9;0;0;IMG STAGELINE;4007754162882;M29;;1;0,4;0,18;85181095900;;1;20;Nein;
TXS-82ANT;Antenne fuer TXS-Empfaenger;Antenna for TXS Receiver;0253180;8;35;STANDARD;TW;0;STUECK;1;USD;18;36,9;0;0;IMG STAGELINE;4007754220926;M31;;1;0,03;0,028;85177000000;;1;100;Nein;
TXS-831SET;Audio-Uebertragungssystem;Audio Transmission System;0253640;8;29;X;CN;0;STUECK;1;USD;149;265;0;0;IMG STAGELINE;4007754223736;WWW;;1;1,42;0,97;85181095900;TXS-631SET;1;6;Nein;
TXS-840;Empfaenger;Receiver;0240850;8;29;X;CN;0;STUECK;1;USD;69;124,9;0;0;IMG STAGELINE;4007754162745;M28;;1;1,295;0,85;85176930000;TXS-842;1;6;Nein;
TXS-842;Empfaenger;Receiver;0240860;8;29;X;CN;0;STUECK;1;USD;69;124,9;0;0;IMG STAGELINE;4007754162752;M29;;1;1,295;0,85;85176930000;TXS-840;1;6;Nein;
TXS-855;Empfaenger;Receiver;0255280;8;29;STANDARD;TW;0;STUECK;1;USD;129;229;0;0;IMG STAGELINE;4007754239140;M19;;1;1,099;0,691;85176930000;;1;5;Nein;
TXS-85ANT;Antenne fuer TXS-Empfaenger;Antenna for TXS Receiver;0255270;8;29;STANDARD;TW;0;STUECK;1;USD;18;31,9;0;0;IMG STAGELINE;4007754239133;M31;;1;0,057;0,056;85177000000;;10;40;Nein;
TXS-860;Empfaenger;Receiver;0240870;8;29;X;CN;0;STUECK;1;USD;155;275;0;0;IMG STAGELINE;4007754162769;WWW;;1;3,795;2,855;85176930000;;1;2;Nein;
TXS-865;Empfaenger;Receiver;0255290;8;29;STANDARD;TW;0;STUECK;1;USD;309;579;0;0;IMG STAGELINE;4007754239157;M19;;1;2,99;2,32;85176930000;;1;5;Nein;
TXS-865HSE;Mikrofonsender;Microphone Transmitter;0255300;8;29;STANDARD;TW;0;STUECK;1;USD;179;319;0;0;IMG STAGELINE;4007754239164;M19;;1;0,843;0,56;85176990000;;1;10;Nein;
TXS-865HT;Handmikrofonsender;Handheld Transmitter;0255310;8;29;STANDARD;TW;0;STUECK;1;USD;179;319;0;0;IMG STAGELINE;4007754239171;M19;;1;1,143;0,854;85176990000;;1;10;Nein;
TXS-871;Empfaenger;Receiver;0253600;8;29;STANDARD;TW;0;STUECK;1;USD;179;319;0;0;IMG STAGELINE;4007754223699;M20;;1;1,8;1,46;85176930000;;1;5;Nein;
TXS-871HSE;Mikrofonsender;Transmitter for Microphones;0253620;8;29;STANDARD;TW;0;STUECK;1;USD;119;209;0;0;IMG STAGELINE;4007754223712;M20;;1;0,88;0,16;85176990000;;1;10;Nein;
TXS-871HT;Handmikrofonsender;Hand Held Microphone;0253610;8;29;STANDARD;TW;0;STUECK;1;USD;109;195;0;0;IMG STAGELINE;4007754223705;M20;;1;1,15;0,885;85181095900;;1;10;Nein;
TXS-875;Empfaenger;Receiver;0255320;8;29;STANDARD;TW;0;STUECK;1;USD;179;319;0;0;IMG STAGELINE;4007754239188;M21;;1;1,262;1,16;85176930000;;1;5;Nein;
TXS-875B;Antennenverstaerker;Antenna Booster;0150840;8;35;STANDARD;TW;0;PAAR;2;USD;106;215;0;0;IMG STAGELINE;4007754251425;M30;;1;0,491;0,363;85437030000;;1;20;Nein;
TXS-875DS;Antennenverteiler;Antenna Distributor;0150850;8;35;STANDARD;TW;0;STUECK;1;USD;359;749;0;0;IMG STAGELINE;4007754251432;M30;;1;3,9;3,06;85366990990;;1;5;Nein;
TXS-875HSE;Mikrofonsender;Microphone Transmitter;0255330;8;29;STANDARD;TW;0;STUECK;1;USD;119;209;0;0;IMG STAGELINE;4007754239195;M21;;1;0,901;0,634;85176990000;;1;10;Nein;
TXS-875HT;Handmikrofonsender;Handheld Transmitter;0255340;8;29;STANDARD;TW;0;STUECK;1;USD;109;195;0;0;IMG STAGELINE;4007754239201;M21;;1;1,198;0,908;85181095900;;1;10;Nein;
TXS-891;Empfaenger;Receiver;0255380;8;29;STANDARD;TW;0;STUECK;1;USD;219;389;0;0;IMG STAGELINE;4007754239249;M22;;1;2,85;2,2;85176930000;;1;5;Nein;
TXS-891HSE;Mikrofonsender;Microphone Transmitter;0255390;8;29;STANDARD;TW;0;STUECK;1;USD;119;209;0;0;IMG STAGELINE;4007754239256;M22;;1;0,824;0,592;85176990000;;1;10;Nein;
TXS-891HT;Handmikrofonsender;Handheld Transmitter;0255400;8;29;STANDARD;TW;0;STUECK;1;USD;125;225;0;0;IMG STAGELINE;4007754239263;M22;;1;1,205;0,905;85181095900;;1;10;Nein;
TXS-895;Empfaenger;Receiver;0255350;8;29;STANDARD;TW;0;STUECK;1;USD;219;389;0;0;IMG STAGELINE;4007754239218;M23;;1;2,7;2,29;85176930000;;1;5;Nein;
TXS-895HSE;Mikrofonsender;Microphone Transmitter;0255360;8;29;STANDARD;TW;0;STUECK;1;USD;119;209;0;0;IMG STAGELINE;4007754239225;M23;;1;0,83;0,595;85176990000;;1;10;Nein;
TXS-895HT;Handmikrofonsender;Handheld Transmitter;0255370;8;29;STANDARD;TW;0;STUECK;1;USD;125;225;0;0;IMG STAGELINE;4007754239232;M23;;1;1,192;0,9;85181095900;;1;10;Nein;
TXS-900;Empfaenger;Receiver;0255230;8;29;STANDARD;TW;0;STUECK;1;USD;199;355;0;0;IMG STAGELINE;4007754239096;M16;;1;1,92;1,37;85176930000;;1;5;Nein;
TXS-900HSE;Mikrofonsender;Microphone Transmitter;0255250;8;29;STANDARD;TW;0;STUECK;1;USD;85;149,9;0;0;IMG STAGELINE;4007754239119;M16;;1;0,156;0,076;85176990000;;1;50;Nein;
TXS-900HT;Handmikrofonsender;Handheld Transmitter;0255260;8;29;STANDARD;TW;0;STUECK;1;USD;95;159;0;0;IMG STAGELINE;4007754239126;M16;;1;0,289;0,221;85181095900;;1;50;Nein;
TXS-920;Empfaenger;Receiver;0255240;8;29;STANDARD;TW;0;STUECK;1;USD;339;579;0;0;IMG STAGELINE;4007754239102;M16;;1;2,84;2,02;85176930000;;1;4;Nein;
UA-960;Antennenverteiler;Antenna Distributor;0150820;8;35;JTS;TW;0;STUECK;1;USD;355;729;0;0;JTS;4007754248890;J18;;1;3,93;3,09;85177000000;;1;5;Nein;
UB-900I;Antennenverstaerker;Antenna Booster;0150830;8;35;JTS;TW;0;STUECK;1;USD;54;109,9;0;0;JTS;4007754248906;J18;;1;0,3;0,18;85437030000;;1;20;Nein;
UC-900;Antennenverteiler;Antenna Distributor;0150580;8;35;JTS;TW;0;STUECK;1;USD;255;529;0;0;JTS;4007754244281;J18;;1;3,58;2,76;85291095000;;1;5;Nein;
UDA-49A;Richtantenne;Beam Antenna;0150630;8;35;JTS;TW;0;STUECK;1;USD;110;225;0;0;JTS;4007754202311;J17;;1;0,764;0,372;85437030000;;1;10;Nein;
UDA-49P;Richtantenne;Beam Antenna;0150640;8;35;JTS;TW;0;STUECK;1;USD;102;209;0;0;JTS;4007754202328;J17;;1;0,755;0,37;85437030000;;1;10;Nein;
UF-20R/5;Empfaenger;Receiver;0257210;8;29;JTS;TW;0;STUECK;1;USD;619;1.129;0;0;JTS;4007754246810;J3;;1;4,71;3,53;85176930000;;1;4;Nein;
UF-20S/5;Empfaenger;Receiver;0257220;8;29;JTS;TW;0;STUECK;1;USD;325;599;0;0;JTS;4007754246827;J3;;1;2,56;1,67;85176930000;;1;5;Nein;
UF-20TB/5;Mikrofonsender;Microphone Transmitter;0257230;8;29;JTS;TW;0;STUECK;1;USD;219;389;0;0;JTS;4007754246834;J4;;1;0,785;0,565;85176990000;;1;10;Nein;
UG-1094/U;BNC-Einbaubuchse;BNC Socket;0341870;4;5;STANDARD;TW;0;STUECK;1;USD;1,55;4,79;0;0;MONACOR;4007754028867;C154;;1;0,007;0,007;85366910000;;100;1.000;Nein;
UG-1094B/U;BNC-Einbaubuchse;BNC Socket;0341880;4;5;STANDARD;TW;0;STUECK;1;USD;2,1;6,29;0;0;MONACOR;4007754028881;C154;;1;0,007;0,007;85366910000;;100;2.500;Nein;
UG-1094B/UG;BNC-Einbaubuchse;BNC Socket;0341890;4;6;STANDARD;TW;0;STUECK;1;USD;3,25;7,79;0;0;MONACOR;4007754028898;C154;;1;0,013;0,006;85366910000;;25;1.000;Nein;
UG-274/U;BNC-T-Stueck;BNC T Connector;0341960;4;6;STANDARD;CN;0;STUECK;1;USD;1,7;4,29;0;0;MONACOR;4007754028966;C155;;1;0,015;0,015;85366910000;;100;1.400;Nein;
UG-306/U;BNC-Winkelverbindung;BNC Angled Coupling;0341980;4;6;STANDARD;TW;0;STUECK;1;USD;4,1;9,99;0;0;MONACOR;4007754028980;C155;;1;0,018;0,018;85366910000;;50;500;Nein;
UG-491A/U;BNC-Stecker-Kupplung;BNC Plug Coupling;0341990;4;6;STANDARD;TW;0;STUECK;1;USD;2,9;6,99;0;0;MONACOR;4007754028997;C155;;1;0,017;0,017;85366910000;;100;1.000;Nein;
UG-88/S;BNC-Stecker;BNC Plug;0348360;4;6;STANDARD;CN;0;STUECK;1;USD;1,15;2,69;0;0;MONACOR;4007754205176;C154;;1;0,014;0,014;85366910000;;100;1.000;Nein;
UG-88/S58;BNC-Stecker;BNC Plug;0348370;4;6;STANDARD;CN;0;STUECK;1;USD;1,1;2,59;0;0;MONACOR;4007754205183;C154;;1;0,015;0,015;85366910000;;100;1.000;Nein;
UG-88/UCR;BNC-Stecker;BNC Plug;0343300;4;5;STANDARD;TW;0;STUECK;1;USD;1,85;5,79;0;0;MONACOR;4007754047189;C154;;1;0,011;0,01;85366910000;;100;2.000;Nein;
UG-88/UCR58;BNC-Stecker;BNC Plug;0342880;4;5;STANDARD;TW;0;STUECK;1;USD;1,6;4,79;0;0;MONACOR;4007754069679;C154;;1;0,011;0,01;85366910000;;100;2.000;Nein;
UG-88RA;BNC-Winkelstecker;BNC Angled Plug;0342020;4;6;STANDARD;TW;0;STUECK;1;USD;2,55;6,29;0;0;MONACOR;4007754029024;C154;;1;0,013;0,012;85366910000;;100;1.500;Nein;
UG-914/U;BNC-Buchsen-Kupplung;BNC Female Coupling;0342040;4;5;STANDARD;CN;0;STUECK;1;USD;1,05;3,09;0;0;MONACOR;4007754029048;C155;;1;0,009;0,009;85366910000;;100;2.500;Nein;
UHC-30;Druckkammerlautsprecher;Horn Speaker;0160640;1;2;STANDARD;IN;0;STUECK;1;;49;94,9;0;0;MONACOR;4007754031188;E96;;1;2,7;1,89;85182100000;;1;4;Nein;
ULM-164/SW;Line-Mischpult;Line Mixer;0202240;8;5;STANDARD;CN;0;STUECK;1;USD;149;239;0;0;IMG STAGELINE;4007754182781;M41;;1;3,035;2,32;85437090990;;1;6;Nein;
ULTRALIFE;Lithium Batterie;Lithium Battery;0281800;3;14;STANDARD;CN;0;STUECK;1;;6,7;13,49;0;0;ORG.MAKERS BRAND;740286100215;C169;;1;0,045;0,035;85065090900;;12;48;Nein;
ULTRATECH;Gehoerschutz;Ear Protection;0221050;8;43;STANDARD;US;0;PAAR;2;;19,9;35,9;0;0;ORG.MAKERS BRAND;4046719512041;C24;;1;0,013;0,006;39269097900;;12;0;Nein;
UR-01;Universal Relais;Universal Relay;0047050;2;2;JABLOTRON;CZ;0;STUECK;1;;42;109;0;0;JABLOTRON;8595614114400;S69;;1;0,075;0,064;85364900990;;1;0;Nein;
UR-816DSET/1;Audio-Uebertragungssystem;Wireless Microphone;0255590;8;29;JTS;TW;0;STUECK;1;USD;185;329;0;0;JTS;4007754239515;J11;;1;1,075;0,67;85181095900;;1;5;Nein;
US-36G2/5;Empfaenger;Receiver;0257300;8;29;JTS;TW;0;STUECK;1;USD;219;389;0;0;JTS;4007754247275;J5;;1;1,589;1,247;85176930000;;1;0;Nein;
US-8001D/1;Empfaenger;Receiver;0254480;8;29;JTS;TW;0;STUECK;1;USD;109;195;0;0;JTS;4007754230437;J10;;1;0,905;0,575;85176930000;US-8001D/1;1;5;Nein;
US-8001DB/5;Empfaenger;Receiver;0259845;8;29;JTS-NEUHEIT;TW;0;STUECK;1;USD;119;209;0;0;JTS;4007754268645;;;1;1,2;0,86;85176930000;;1;0;Nein;
US-8001DBGY/5;Empfaenger-Mikro-Set;Receiver Microphone Set;259846;8;29;JTS-NEUHEIT;TW;0;STUECK;1;USD;209;375;0;0;JTS;4007754268652;;;1;1,214;0,862;85176930000;;1;0;Nein;
US-8002D/1;Empfaenger;Receiver;0254490;8;29;JTS;TW;0;STUECK;1;USD;139;249;0;0;JTS;4007754230444;J10;;1;0,945;0,612;85176930000;;1;5;Nein;
US-902D/5;Empfaenger;Receiver;0255560;8;29;JTS;TW;0;STUECK;1;USD;179;319;0;0;JTS;4007754239461;J9;;1;2,62;2,28;85176930000;;1;5;Nein;
US-903DCPRO/5;Empfaenger;Receiver;0255570;8;29;JTS;TW;0;STUECK;1;USD;215;385;0;0;JTS;4007754239478;J8;;1;3,14;2,51;85176930000;;1;5;Nein;
USB-180BM;USB-2.0-Kabel, 1,8m;USB 2.0 Cable;0063400;4;1;STANDARD;CN;0;STUECK;1;USD;0,95;1,49;0;0;MONACOR;4007754260076;C125;;1;0,044;0,042;85444290900;;10;250;Nein;
USB-180BMC;USB-Adapterkabel, 1,8m;USB Adaptor Cable;0068340;4;1;STANDARD;CN;0;STUECK;1;USD;1,15;1,79;0;0;MONACOR;4007754233827;C125;;1;0,044;0,042;85444290900;;10;250;Nein;
USB-201AB;USB-2.0-Kabel, 1m;USB 2.0 Cable;0066550;4;1;STANDARD;CN;0;STUECK;1;;1,1;1,69;0;0;ORG.MAKERS BRAND;4040849689727;C125;;1;0,037;0,036;85444290900;;140;280;Nein;
USB-201CB;USB 3.1 Kabel, 1,0m;USB 3.1 cable, 1.0m;0068740;4;1;STANDARD;CN;0;STUECK;1;;3,6;5,79;0;0;ORG.MAKERS BRAND;4040849679858;C123;;1;0,04;0,035;85444290900;;0;0;Nein;
USB-203AB;USB-2.0-Kabel, 3m;USB 2.0 Cable;0066560;4;1;STANDARD;CN;0;STUECK;1;;1,25;1,99;0;0;ORG.MAKERS BRAND;4040849689734;C125;;1;0,078;0,076;85444290900;;90;180;Nein;
USB-205AB;USB-2.0-Kabel, 5m;USB 2.0 Cable;0066570;4;1;STANDARD;CN;0;STUECK;1;;2;3,19;0;0;ORG.MAKERS BRAND;4040849689741;C125;;1;0,12;0,119;85444290900;;60;120;Nein;
USB-20ABMC;USB-Adapterkabel;USB Adaptor Cable;0068130;4;1;STANDARD;CN;0;STUECK;1;USD;0,75;1,19;0;0;MONACOR;4007754230888;C125;;1;0,011;0,01;85444290900;;10;500;Nein;
USB-301MICRO;USB-3.0 Kabel, 1m;USB 3.0 Cable;0068140;4;1;STANDARD;CN;0;STUECK;1;;2,55;3,99;0;0;ORG.MAKERS BRAND;4040849951695;C124;;1;0,048;0,046;85444290900;;0;0;Nein;
USB-302AA;USB-3.0 Kabel, 1,8m;USB 3.0 Cable;0068150;4;1;STANDARD;CN;0;STUECK;1;;2,5;3,99;0;0;ORG.MAKERS BRAND;4040849939280;C124;;1;0,072;0,07;85444290900;;0;0;Nein;
USB-302AB;USB-3.0 Kabel, 1,8m;USB 3.0 Cable;0067840;4;1;STANDARD;CN;0;STUECK;1;;2,6;4,29;0;0;ORG.MAKERS BRAND;4040849936555;C124;;1;0,066;0,063;85444290900;;70;140;Nein;
USB-302MICRO;USB-3.0 Kabel, 1,8m;USB 3.0 Cable;0068160;4;1;STANDARD;CN;0;STUECK;1;;3,1;4,99;0;0;ORG.MAKERS BRAND;4040849950261;C124;;1;0,072;0,07;85444290900;;40;80;Nein;
USB-303AA;USB-3.0 Kabel, 3m;USB 3.0 Cable;0068170;4;1;STANDARD;CN;0;STUECK;1;;3,1;4,99;0;0;ORG.MAKERS BRAND;4040849939297;C124;;1;0,107;0,105;85444290900;;30;60;Nein;
USB-303AB;USB-3.0 Kabel, 3m;USB 3.0 Cable;0067850;4;1;STANDARD;CN;0;STUECK;1;;3,2;5,29;0;0;ORG.MAKERS BRAND;4040849936548;C124;;1;0,102;0,099;85444290900;;40;80;Nein;
USB-3102CAJ;USB 3.1 Kabel, 0,2m;USB 3.1 cable, 0.2m;0068750;4;1;STANDARD;CN;0;STUECK;1;;4,1;6,49;0;0;ORG.MAKERS BRAND;4040849678943;C123;;1;0,019;0,016;85444290900;;0;0;Nein;
USB-3102CBMC;USB 3.1 Kabel, 0,2m;USB 3.1 cable, 0.2m;0068760;4;1;STANDARD;CN;0;STUECK;1;;3;4,79;0;0;ORG.MAKERS BRAND;4040849678950;C123;;1;0,012;0,009;85444290900;;0;0;Nein;
USB-3105CA;USB 3.1 Kabel, 0,5m;USB 3.1 cable, 0.5m;0068770;4;1;STANDARD;CN;0;STUECK;1;;3,6;5,79;0;0;ORG.MAKERS BRAND;4040849679995;C123;;1;0,026;0,022;85444290900;;0;0;Nein;
USB-3105CBM;USB 3.1 Kabel, 0,5m;USB 3.1 cable, 0.5m;0068780;4;1;STANDARD;CN;0;STUECK;1;;3,3;5,29;0;0;ORG.MAKERS BRAND;4040849679896;C123;;1;0,022;0,019;85444290900;USB-311CBM;0;0;Nein;
USB-3105CC;USB 3.1 Kabel, 0,5m;USB 3.1 cable, 0.5m;0068790;4;1;STANDARD;CN;0;STUECK;1;;6,9;10,99;0;0;ORG.MAKERS BRAND;4040849679759;C123;;1;0,025;0,022;85444290900;;0;0;Nein;
USB-311CA;USB 3.1 Kabel, 1,0m;USB 3.1 cable, 1.0m;0068800;4;1;STANDARD;CN;0;STUECK;1;;4,5;7,29;0;0;ORG.MAKERS BRAND;4040849678905;C123;;1;0,036;0,033;85444290900;;0;0;Nein;
USB-311CBM;USB 3.1 Kabel, 1,0m;USB 3.1 cable, 1.0m;0068810;4;1;STANDARD;CN;0;STUECK;1;;3,8;5,99;0;0;ORG.MAKERS BRAND;4040849679902;C123;;1;0,034;0,03;85444290900;;0;0;Nein;
USB-311CC;USB 3.1 Kabel, 1,0m;USB 3.1 cable, 1.0m;0068830;4;1;STANDARD;CN;0;STUECK;1;;7,9;12,49;0;0;ORG.MAKERS BRAND;4040849679766;C123;;1;0,043;0,039;85444290900;;0;0;Nein;
USB-312CA;USB 3.1 Kabel, 2,0m;USB 3.1 cable, 2.0m;0068840;4;1;STANDARD;CN;0;STUECK;1;;7,2;11,49;0;0;ORG.MAKERS BRAND;4040849712210;C123;;1;0,073;0,07;85444290900;;0;0;Nein;
USBA-10AA;USB-Adapter;USB Adaptor;0068490;4;6;STANDARD;CN;0;STUECK;1;;0,5;1,19;0;0;ORG.MAKERS BRAND;4040849502934;C124;;1;0,008;0,007;85366990990;;10;0;Nein;
USBA-20CABMC;USB-Adapter;USB Adaptor;0068850;4;5;Y;CN;0;STUECK;1;;8,9;25,9;0;0;ORG.MAKERS BRAND;4040849662546;C121;;1;0,018;0,016;85366990990;;0;0;Nein;
USBA-20CHDMI;USB-Adapter;USB Adaptor;0068860;4;5;X;CN;0;STUECK;1;;28,5;84,9;0;0;ORG.MAKERS BRAND;4040849662591;C123;;1;0,028;0,026;85366990990;;0;0;Nein;
USBA-30AA;USB-Adapter;USB Adaptor;0068500;4;6;STANDARD;CN;0;STUECK;1;;0,6;1,39;0;0;ORG.MAKERS BRAND;4040849689208;C124;;1;0,01;0,009;85366990990;;10;0;Nein;
USBA-30ABM;USB-Adapter;USB Adaptor;0068510;4;6;STANDARD;CN;0;STUECK;1;;0,65;1,59;0;0;ORG.MAKERS BRAND;4040849509704;C124;;1;0,007;0,006;85366990990;;10;1.500;Nein;
USBA-30BMBMC;USB-Adapter;USB Adaptor;0068520;4;6;STANDARD;CN;0;STUECK;1;;0,7;1,69;0;0;ORG.MAKERS BRAND;4040849939839;C124;;1;0,004;0,003;85366990990;;10;2.000;Nein;
USBA-30CA;USB-Adapter;USB Adaptor;0068870;4;5;STANDARD;CN;0;STUECK;1;;3,6;10,99;0;0;ORG.MAKERS BRAND;4040849662621;C123;;1;0,018;0,009;85366990990;;0;0;Nein;
USBA-31C4A;USB-Adapter;USB Adaptor;0068890;4;5;Y;CN;0;STUECK;1;;18;54,9;0;0;ORG.MAKERS BRAND;4040849662744;C120;;1;0,034;0,031;85366990990;;0;0;Nein;
USBV-2025AA;USB-2.0-Kabel, 1,8m;USB 2.0 Cable;0066770;4;1;STANDARD;CN;0;STUECK;1;;1,05;1,69;0;0;ORG.MAKERS BRAND;4040849689758;C125;;1;0,052;0,05;85444290900;;140;280;Nein;
USBV-302AA;USB-3.0 Kabel, 1,8m;USB 3.0 Cable;0068180;4;1;STANDARD;CN;0;STUECK;1;;2,5;3,99;0;0;ORG.MAKERS BRAND;4040849939983;C124;;1;0,072;0,07;85444290900;;70;140;Nein;
USBV-303AA;USB-3.0 Kabel, 3m;USB 3.0 Cable;0068190;4;1;STANDARD;CN;0;STUECK;1;;3,1;4,99;0;0;ORG.MAKERS BRAND;4040849939990;C124;;1;0,106;0,104;85444290900;;40;80;Nein;
USBV-30AA;USB-2.0-Kabel, 0,3m;USB 2.0 Cable;0062800;4;1;STANDARD;CN;0;STUECK;1;;0,6;0,99;0;0;ORG.MAKERS BRAND;4040849686238;C125;;1;0,02;0,018;85444290900;;400;800;Nein;
USBV-60AA;USB-2.0-Kabel, 0,6m;USB 2.0 Cable;0062810;4;1;STANDARD;CN;0;STUECK;1;;0,75;1,19;0;0;ORG.MAKERS BRAND;4040849686269;C125;;1;0,027;0,025;85444290900;;250;500;Nein;
USP-124;Antennenverteiler;Antenna Distributor;0150860;8;35;JTS;CN;0;STUECK;1;USD;179;365;0;0;JTS;4007754256345;J18;;1;2,25;1,63;85437090990;;1;5;Nein;
USP-900;Antennenverteiler;Antenna Distributor;0150650;8;35;JTS;TW;0;STUECK;1;USD;28;57,9;0;0;JTS;4007754202335;J17;;1;0,081;0,063;85366990990;;1;40;Nein;
UST-40R;Ultraschall-K-Kapsel;Subsonic Cartridge;0231230;3;17;STANDARD;TW;0;STUECK;1;USD;3,3;10,99;0;0;MONACOR;4007754029109;C182;;1;0,003;0,003;85181095900;;140;2.000;Nein;
UST-40T;Ultraschall-K-Kapsel;Subsonic Cartridge;0231240;3;17;STANDARD;TW;0;STUECK;1;USD;3,3;10,99;0;0;MONACOR;4007754029116;C182;;1;0,003;0,003;85181095900;;140;2.000;Nein;
UT-16HW/1;Mikrofonsender + Mikrofon;Microphone Transmitter + Mic.;0254640;8;29;JTS;TW;0;STUECK;1;USD;93;164,9;0;0;JTS;4007754231816;J11;;1;0,752;0,516;85181095900;;1;10;Nein;
UT-16HW/5;Mikrofonsender + Mikrofon;Microphone Transmitter + mic.;0255580;8;29;JTS;TW;0;STUECK;1;USD;93;164,9;0;0;JTS;4007754239485;J11;;1;0,758;0,532;85181095900;;1;10;Nein;
UVCA-22;Lautstaerkeregler;Volume Control;0174910;1;5;STANDARD;DE;0;STUECK;1;;53;109,9;0;0;MONACOR;4007754250923;E50;;1;0,12;0,075;85437090990;;1;25;Nein;
V-22;Einbaumessinstrument;Panel Meter;0291050;3;17;STANDARD;TW;0;STUECK;1;USD;11;36,9;0;0;MONACOR;4007754029161;C176;;1;0,02;0,02;90303320900;;40;280;Nein;
VA-100;Sekundenkleber 12g;Cyanoacrylate Glue;0311460;3;4;STANDARD;GB;0;STUECK;1;;4,3;9,49;0;0;ORG.MAKERS BRAND;4024596021306;C189;;1;0,02;0,02;35069900000;;30;0;Ja;
VAU-4;SCART-Adapter;SCART Adaptor;0064660;4;6;STANDARD;CN;0;STUECK;1;;1,9;4,79;0;0;ORG.MAKERS BRAND;4040849501234;C116;;1;0,035;0,032;85366990990;;140;280;Nein;
VB-100MIC;Audio-Uebertrager;Audio Pick-Up;0181000;2;9;STANDARD;TW;0;STUECK;1;USD;15,9;24,9;0;0;MONACOR;4007754199093;S48;;1;0,097;0,066;85181095900;VB-120MIC;1;100;Nein;
VB-100V;Uebertragungseinheit;Transmission Unit;0190330;2;9;STANDARD;TW;0;STUECK;1;USD;12,9;19,9;0;0;MONACOR;4007754183641;S44;;1;0,085;0,047;85437090990;VB-120VP;1;100;Nein;
VB-100VPD;Uebertragungseinheit;Transmission Unit;0190360;2;9;STANDARD;TW;0;STUECK;1;USD;17,9;27,9;0;0;MONACOR;4007754183665;S49;;1;0,08;0,045;85437090990;VB-110VP;1;100;Nein;
VB-120MIC;Mikrofon;Microphone;0188640;2;9;STANDARD;TW;0;STUECK;1;USD;14,9;22,9;0;0;MONACOR;4007754228694;S48;;1;0,066;0,031;85181095900;;1;100;Nein;
VB-120VP;Uebertragungseinheit;Transmission Unit;0188650;2;9;X;TW;0;STUECK;1;USD;8,5;12,99;0;0;MONACOR;4007754228700;WWW;;1;0,034;0,021;85437090990;;70;560;Nein;
VB-202A;Uebertragungsset;Extension Set;0181020;2;9;STANDARD;TW;0;STUECK;1;USD;24;36,9;0;0;MONACOR;4007754199116;E56;;1;0,07;0,046;85366990990;;1;100;Nein;
VCA-202;Lautstaerkeregler;Volume Control;0171880;1;5;STANDARD;CN;0;STUECK;1;USD;105;215;0;0;MONACOR;4007754182002;E50;;1;1,918;1,519;85437090990;;1;9;Nein;
VCA-202RN;Einbau-Lautstaerkesteller;Volume Control;0173000;1;5;STANDARD;TW;0;STUECK;1;USD;26;52,9;0;0;MONACOR;4007754210781;E50;;1;0,134;0,092;85371098990;;1;24;Nein;
VCC-100/SW;Koaxialkabel, 100m;Coax Cable, 100m;0150700;4;1;STANDARD;CN;0;STUECK;1;USD;62;99,9;0;0;MONACOR;4007754206746;C103;;1;4,14;4,14;85442000900;;1;4;Nein;
VCC-259/SW;Koaxialkabel, 200m;Coax Cable;0150560;4;1;STANDARD;DE;0;STUECK;1;;109;169,9;0;0;MONACOR;4007754184099;C103;;1;9,24;9,24;85442000900;;1;2;Nein;
VCC-300/SW;Koaxialkabel, 300m;Coax Cable, 300m;0150710;4;1;STANDARD;CN;0;STUECK;1;USD;164;259;0;0;MONACOR;4007754206753;C103;;1;12,44;12,04;85442000900;;1;1;Nein;
VCC-59;Koaxialkabel, 100m;Coax Cable;0150320;4;1;STANDARD;DE;0;STUECK;1;;55;89,9;0;0;MONACOR;4007754036664;C103;;1;4,96;4,96;85442000900;;1;5;Nein;
