Artikelnummer;Artikelbez. D.;Artikelbez. E.;Bestellnr.;Artikelkat.Code;Produktgrp.Code;Status;Artikel-Land;Preiseinheit;Mengeneinheit;Anzahl VE;WaehrungsKZ;HEK-Monacor;UVP-Monacor;HEK-Monacor-Aen.;UVP-Monacor-Aen.;Brand-Bezeichnung;EAN-Code;Katalogseite;Katalogseite Neu;Gewicht per;Brutto-Gewicht;Netto-Gewicht;Zollcode;Analogartikel;Anz.Umverpackung;Anz.Exportkarton;EuroKZ;
AH-63;Alu-Gehaeuse/Silber;Alu Utility Case/Silver;0330100;3;6;STANDARD;DE;0;STUECK;1;;6,7;11,99;0;0;MONACOR;4007754000702;C184;;1;0,243;0,231;85299049000;;1;50;Nein;
AH-63/SW;Alu-Gehaeuse/Schwarz;Alu Utility Case/Black;0333030;3;6;STANDARD;DE;0;STUECK;1;;7,8;13,99;0;0;MONACOR;4007754074376;C184;;1;0,247;0,235;85299049000;;1;50;Nein;
AHVB-240BNC;AHD-TVI-CVI-Schutzmodul;AHD SVI CVI Surge Protector;0187980;2;9;STANDARD;TW;0;STUECK;1;USD;26,5;42,9;0;0;MONACOR;4007754245011;S49;;1;0,09;0,064;85363010900;;1;100;Nein;
AIR-BEATS;Wireless Speaker Adapter;Wireless Speaker Adaptor;0258510;8;43;STANDARD;CN;0;STUECK;1;;42;55;0;0;ORG.MAKERS BRAND;4040895306449;E141;;1;0,36;0,32;85176200000;;1;30;Nein;
AIRMT-130;Hifi Baendchenhochtoener;Hifi Ribbon Tweeter;0013200;7;3;STANDARD;CN;0;STUECK;1;USD;119;255;0;0;MONACOR;4007754250268;C257;;1;0,635;0,585;85182995990;;1;20;Nein;
AIRMT-85;Hifi Baendchenhochtoener;Hifi Ribbon Tweeter;0013190;7;3;STANDARD;CN;0;STUECK;1;USD;69;149,9;0;0;MONACOR;4007754250251;C257;;1;0,35;0,3;85182995990;;1;20;Nein;
AKB-160;Verstaerkermodul;Amplifier Module;0174260;1;1;STANDARD;CN;0;STUECK;1;USD;119;209;0;0;MONACOR;4007754234237;E58;;1;3,6;3,23;85184080990;;1;4;Nein;
AKB-160DT;Verstaerkermodul;Amplifier Module;0176070;1;1;STANDARD;CN;0;STUECK;1;;219;389;0;0;MONACOR;4007754254648;E4;;1;3,68;3,27;85184080990;;1;4;Nein;
AKB-210DSP;Digital-Verstaerker-Modul/DSP;Digital Amplifier Module/DSP;0320220;7;7;STANDARD;SK;0;STUECK;1;;179;235;0;0;IMG -> Monacor;4007754241266;C275;;1;2,09;1,901;85184080990;;1;8;Ja;
AKB-210RC;Fernbedienung;Remote Control;0320230;7;15;STANDARD;SK;0;STUECK;1;USD;12;17,9;0;0;ORG.MAKERS BRAND;4007754241273;C275;;1;0,06;0,042;85437090990;;1;0;Ja;
AKB-210TP;Touchpad;Touchpad;0320240;7;15;STANDARD;SK;0;STUECK;1;;20,9;47,9;0;0;ORG.MAKERS BRAND;4007754241280;C275;;1;0,026;0,013;85371098920;;1;0;Nein;
AKB-30DT/DSP;Verstaerkermodul;Amplifier Module;0176770;1;1;NEUHEIT;DE;0;STUECK;1;;195;349;0;0;MONACOR;4007754260953;E4;;1;0,668;0,607;85184080990;;1;20;Nein;
AKB-400DSP;Digital-Verstaerker-Modul/DSP;Digital Amplifier Module/DSP;0320010;7;7;STANDARD;SK;0;STUECK;1;;239;315;0;0;IMG -> Monacor;4007754236248;C275;;1;1,35;1,08;85184080990;;1;6;Ja;
AKB-40WIFI;WIFI-Verstaerker;WIFI Amplifier;0320810;7;7;Y;CN;0;STUECK;1;;99;195;0;0;MONACOR;4007754258202;E39;;1;1,029;0,864;85176200000;;1;20;Nein;
AKB-60;Verstaerkermodul;Amplifier Module;0320740;7;7;STANDARD;CN;0;STUECK;1;USD;74;149,9;0;0;MONACOR;4007754207095;C277;;1;2,6;2,216;85184080990;;1;6;Nein;
AKB-90WIFI;WiFi-Verstaerker;WiFi Amplifier;0320090;7;7;STANDARD;CN;0;STUECK;1;USD;279;579;0;0;ORG.MAKERS BRAND;4007754245189;E39;;1;1,57;1,16;85184080990;;1;4;Nein;
AKKU-12/120;Blei-Akkumulator;Lead Battery;0174180;1;5;STANDARD;CN;0;STUECK;1;;369;779;0;0;ORG.MAKERS BRAND;4007754233872;E62;;1;35,76;35,06;85072080900;;1;1;Nein;
ALARM-LABL/IS;Aufkleber Alarm 120x80mm, In;Sticker Alarm 120x80mm, In;0462760;10;4;STANDARD;DE;0;STUECK;1;;0,3;0,4;0;0;MONACOR;4007754240092;S63;;1;0,00276;0,00276;48211010000;;0;0;Ja;
ALARM-LABL/OS;Aufkleber Alarm 120x80mm, Au;Sticker Alarm 120x80mm, Out;0462770;10;4;STANDARD;DE;0;STUECK;1;;0,25;0,3;0;0;MONACOR;4007754240108;S63;;1;0,00271;0,00271;48211010000;;0;0;Ja;
ALSUB-12ADT;Aktiv-Dante-Subwoofer;Active Dante Subwoofer;0163630;1;2;Y;DE;0;STUECK;1;;1.855;0;0;0;ORG.MAKERS BRAND;4007754263602;WWW;;1;22,01;20,35;85182200900;;1;1;Nein;
ALX-8;Dante-ELA-Tonsaeule;Dante PA Speaker Column;0163640;1;2;Y;DE;0;STUECK;1;;3.485;0;0;0;ORG.MAKERS BRAND;4007754263596;WWW;;1;7,7;6,78;85182100000;;1;1;Nein;
AN-05;GSM-Antenne;GSM Antenna;0047670;2;2;STANDARD;CZ;0;STUECK;1;;18;48;0;0;JABLOTRON;8595614118279;WWW;;1;0,06;0,057;85177000000;;0;0;Nein;
AN-2075;Hifi-Breitband-Lautsprecher;Hifi Fullrange Speaker;0105820;7;3;STANDARD;CN;0;STUECK;1;USD;29,9;44;0;0;CELESTION;739894581943;C212;;1;0,12;0,095;85182995990;;1;0;Nein;
AN-2775;Hifi-Breitband-Lautsprecher;Hifi Fullrange Speaker;0105830;7;3;STANDARD;CN;0;STUECK;1;USD;31,5;46;0;0;CELESTION;739894582049;C212;;1;0,14;0,1;85182995990;;1;0;Nein;
AN-3510;Hifi-Breitband-Lautsprecher;Hifi Fullrange Speaker;0105840;7;3;STANDARD;CN;0;STUECK;1;USD;36,5;55;0;0;CELESTION;739894580144;C212;;1;0,195;0,16;85182995990;;1;0;Nein;
AN-868;Antenne;Antenna;0044950;2;2;JABLOTRON;CZ;0;STUECK;1;;26;69;0;0;JABLOTRON;8595614112420;WWW;;1;0,175;0,14;85177000000;;1;0;Nein;
AN-868/2PIN;Antenne;Antenna;0044960;2;2;JABLOTRON;CZ;0;STUECK;1;;26;69;0;0;JABLOTRON;8595614113007;WWW;;1;0,175;0,139;85177000000;;1;0;Nein;
ANT-49;Rundstrahlantenne;Omni-directional Antenna;0150810;8;35;JTS;TW;0;STUECK;1;USD;79;159,9;0;0;JTS;4007754248883;J17;;1;0,305;0,205;85437030000;;1;20;Nein;
AP-4;Piezo-Alarmgeber;Piezo Alarm Buzzer;0040020;2;2;STANDARD;CN;0;STUECK;1;USD;15,9;30,9;0;0;MONACOR;4007754000856;S73;;1;0,171;0,144;85311095900;;20;40;Nein;
APA-1;Audio-Adapter-Stecker;Audio Adaptor Plug;0343410;4;5;STANDARD;TW;0;STUECK;1;USD;2,25;6,79;0;0;MONACOR;4007754058031;C152;;1;0,012;0,012;85366990990;;100;1.500;Nein;
APC-06;Noiseless Patchcord;Noiseless Patchcord;0060060;4;1;STANDARD;CN;0;VE;6;USD;10,5;16,49;0;0;MONACOR;4007754000887;C110;;1;0,15;0,14;85444290900;;1;120;Nein;
AR-30;Exciter-Lautsprecher;Exciter Speaker;0162790;7;1;STANDARD;TW;0;STUECK;1;USD;11,9;19,9;0;0;MONACOR;4007754220650;C272;;1;0,455;0,425;85437090990;;1;36;Nein;
AR-50;Exciter-Lautsprecher;Exciter Speaker;0162800;7;1;STANDARD;TW;0;STUECK;1;USD;17,9;29,9;0;0;MONACOR;4007754220667;C272;;1;1,01;0,975;85437090990;;1;16;Nein;
AR-650;HiFi-Verstaerker;HiFi Amplifier;0213020;8;16;STANDARD;VN;0;STUECK;1;;279;449;0;0;TEAC;4907034218844;E38;;1;11,25;9,72;85184080990;;1;1;Nein;
ARM-880;Matrix & Paging System;Matrix & Paging System;0173800;1;5;STANDARD;CN;0;STUECK;1;USD;844;1.729;0;0;MONACOR;4007754231687;E42;;1;13,39;10,73;85437090990;;1;1;Nein;
ARM-880RC;Tischmikrofon;Paging Microphone;0173810;1;3;STANDARD;CN;0;STUECK;1;USD;209;385;0;0;MONACOR;4007754231694;E43;;1;2,8;1,66;85371098990;;1;1;Nein;
ARM-880RCE;Tischmikrofon-Erweiterung;Paging Microphone Extension;0173820;1;3;STANDARD;CN;0;STUECK;1;USD;114;209;0;0;MONACOR;4007754231700;E43;;1;0,67;0,605;85181095900;;1;10;Nein;
ARM-880WP1;Wandmodul;Wall Panel;0173830;1;5;STANDARD;CN;0;STUECK;1;USD;95;195;0;0;MONACOR;4007754231717;E43;;1;0,44;0,375;85371098990;;1;10;Nein;
ARM-880WP2;Wandmodul;Wall Panel;0173840;1;5;STANDARD;CN;0;STUECK;1;USD;74;149,9;0;0;MONACOR;4007754231724;E43;;1;0,286;0,213;85371098990;;1;10;Nein;
ARM-880WP3;Wandmodul;Wall Panel;0173850;1;5;STANDARD;CN;0;STUECK;1;USD;94;189;0;0;MONACOR;4007754231731;E43;;1;0,449;0,382;85371098990;;1;10;Nein;
AS-122;Piezo-Sirene;Piezo Siren;0043920;2;2;STANDARD;TW;0;STUECK;1;USD;14,5;27,9;0;0;MONACOR;4007754237771;S73;;1;0,097;0,081;85311030000;;1;100;Nein;
AS-132;Piezo-Sirene;Piezo Siren;0043930;2;2;STANDARD;TW;0;STUECK;1;USD;14,5;27,9;0;0;MONACOR;4007754237788;S73;;1;0,09;0,079;85311030000;;1;200;Nein;
AS-142;Piezo-Sirene;Piezo Siren;0043940;2;2;STANDARD;TW;0;STUECK;1;USD;14,5;27,9;0;0;MONACOR;4007754237795;S73;;1;0,101;0,09;85311030000;;1;200;Nein;
AS-362;Sirene;Siren;0043140;2;2;STANDARD;CN;0;STUECK;1;USD;9,2;17,99;0;0;MONACOR;4007754191530;S73;;1;0,152;0,127;85311095900;;1;100;Nein;
AS-612;Alarmsirene;Siren;0040070;2;2;STANDARD;TW;0;STUECK;1;USD;21;39,9;0;0;MONACOR;4007754000948;S74;;1;0,53;0,435;85311095900;;1;24;Nein;
AT-132/SI;Gaffa-Tape;Gaffa Tape;0118606;8;43;STANDARD;GB;0;STUECK;1;;5,5;9,99;0;0;ADVANCE;5017374667215;C189;;1;0,414;0,411;59061000000;;1;24;Nein;
AT-132/SW;Gaffa-Tape;Gaffa Tape;0118607;8;43;STANDARD;GB;0;STUECK;1;;5,5;9,99;0;0;ADVANCE;5017374667239;C189;;1;0,406;0,406;59061000000;;1;24;Nein;
AT-132/WS;Gaffa-Tape;Gaffa Tape;0118608;8;43;STANDARD;GB;0;STUECK;1;;5,5;9,99;0;0;ADVANCE;5017374667277;C189;;1;0,433;0,433;59061000000;;1;24;Nein;
AT-201;Gewebeband;Gaffa Tape;0110810;8;43;STANDARD;GB;0;STUECK;1;;9,6;17,49;0;0;ADVANCE;5017374640614;C189;;1;0,412;0,41;39191012000;;1;48;Ja;
AT-202/SI;Gaffa-Tape;Gaffa Tape;0110820;8;43;STANDARD;GB;0;STUECK;1;;9,2;16,99;0;0;ADVANCE;5017374635887;C189;;1;0,67;0,67;39191012000;;1;24;Ja;
AT-202/SW;Gaffa-Tape;Gaffa Tape;0110830;8;43;STANDARD;GB;0;STUECK;1;;9,2;16,99;0;0;ADVANCE;5017374635870;C189;;1;0,655;0,655;39191012000;;1;24;Ja;
AT-202/WS;Gaffa-Tape;Gaffa Tape;0110840;8;43;STANDARD;GB;0;STUECK;1;;9,2;16,99;0;0;ADVANCE;5017374635894;C189;;1;0,678;0,678;39191012000;;1;24;Ja;
AT-206;PVC-Band;PVC Tape;0110850;8;43;STANDARD;GB;0;VE;10;;7,1;12,99;0;0;ADVANCE;5017374635948;C189;;1;0,275;0,275;39191012000;;1;10;Ja;
AT-52H;L-Regler-Mono;Level Control;0110210;7;6;STANDARD;TW;0;STUECK;1;;9,7;22,9;0;0;MONACOR;4007754188615;C294;;1;0,105;0,089;85333900000;;1;200;Nein;
AT-52ST;L-Regler-Stereo;Level Control;0110240;7;6;STANDARD;TW;0;STUECK;1;;19,9;47,9;0;0;MONACOR;4007754188622;C294;;1;0,145;0,132;85333900000;;1;100;Nein;
AT-62H;L-Regler-Mono;Level Control;0110260;7;6;STANDARD;TW;0;STUECK;1;;12,2;28,9;0;0;MONACOR;4007754188639;C294;;1;0,14;0,119;85333900000;;1;100;Nein;
AT-62SK;Lautsprecher-L-Regler;Level Control;0110580;7;6;STANDARD;TW;0;STUECK;1;;12,9;30,9;0;0;MONACOR;4007754188646;C294;;1;0,144;0,127;85333900000;;1;100;Nein;
AT-62ST;L-Regler-Stereo;Level Control;0110590;7;6;STANDARD;TW;0;STUECK;1;;23,8;57,9;0;0;MONACOR;4007754188653;C294;;1;0,245;0,225;85333900000;;1;50;Nein;
AT-7Z;PVC-Band;PVC Tape;0119914;8;43;STANDARD;GB;0;STUECK;1;;1,2;2,19;0;0;ADVANCE;5017374600267;C189;;1;0,065;0,063;39191012000;;10;72;Ja;
AT-8/GESW;PVC-Band;PVC Tape;0126600;8;43;STANDARD;GB;0;STUECK;1;;8,3;14,99;0;0;ADVANCE;4007754097603;C189;;1;0,328;0,324;39191012000;;1;18;Ja;
ATS-10BAG;Tasche fuer ATS-10;Bag for ATS-10;0233910;1;5;STANDARD;TW;0;STUECK;1;USD;4,8;9,99;0;0;IMG -> Monacor;4007754182347;E155;;1;0,031;0,028;42029219000;;1;300;Nein;
ATS-10PS;Ladegeraet;Charger;0243530;1;5;STANDARD;TW;0;STUECK;1;USD;69;139,9;0;0;IMG -> Monacor;4007754175530;E157;;1;0,84;0,65;85044055900;;1;20;Nein;
ATS-10R;Empfaenger;Receiver;0243500;1;5;STANDARD;TW;0;STUECK;1;USD;109;225;0;0;IMG -> Monacor;4007754175509;E155;;1;0,25;0,14;85176930000;;1;40;Nein;
ATS-10TM;Sender;Transmitter;0243510;1;5;STANDARD;TW;0;STUECK;1;USD;99;199;0;0;IMG -> Monacor;4007754175516;E155;;1;0,255;0,14;85181095900;;1;40;Nein;
ATS-12C;Ladekoffer;Charger Case;0243930;1;5;STANDARD;TW;0;STUECK;1;USD;239;489;0;0;MONACOR;4007754180848;E156;;1;3,93;3,45;85044055900;;1;4;Nein;
ATS-12CB;Ladetasche;Charger Bag;0255660;1;5;STANDARD;TW;0;STUECK;1;USD;189;385;0;0;IMG -> Monacor;4007754239683;E153;;1;1,183;1,034;85044055900;;1;10;Nein;
ATS-12HT;Handmikrofonsender;Handheld Transmitter;0253310;1;3;STANDARD;TW;0;STUECK;1;USD;109;199;0;0;IMG -> Monacor;4007754222647;E155;;1;0,13;0,093;85181095900;;1;50;Nein;
ATS-16BAG;Tasche fuer ATS-16;Bag for ATS-16;0220720;1;5;STANDARD;TW;0;STUECK;1;USD;4,8;9,99;0;0;IMG -> Monacor;4007754191097;E154;;1;0,035;0,032;42029219000;;1;200;Nein;
ATS-16CORD;Trageband fuer ATS-16;Cord for ATS-16;0220730;1;5;STANDARD;TW;0;STUECK;1;USD;2,7;5,79;0;0;IMG -> Monacor;4007754191103;E154;;1;0,006;0,005;63079098990;;50;0;Nein;
ATS-16PS;Ladegeraet;Charger;0244670;1;5;STANDARD;TW;0;STUECK;1;USD;66;134,9;0;0;IMG -> Monacor;4007754191110;E154;;1;0,565;0,455;85044055900;;1;24;Nein;
ATS-16R;Empfaenger;Receiver;0244680;1;5;STANDARD;TW;0;STUECK;1;USD;125;255;0;0;IMG -> Monacor;4007754191127;E154;;1;0,28;0,156;85176930000;;1;40;Nein;
ATS-16T;Sender;Transmitter;0244690;1;5;STANDARD;TW;0;STUECK;1;USD;119;245;0;0;IMG -> Monacor;4007754191134;E154;;1;0,265;0,14;85181095900;;1;40;Nein;
ATS-20R;Empfaenger;Receiver;0255640;1;5;STANDARD;TW;0;STUECK;1;USD;72;149,9;0;0;IMG -> Monacor;4007754239669;E153;;1;0,084;0,052;85176930000;;1;112;Nein;
ATS-20T;Sender;Transmitter;0255650;1;5;STANDARD;TW;0;STUECK;1;USD;72;149,9;0;0;IMG -> Monacor;4007754239676;E153;;1;0,085;0,054;85181095900;;1;112;Nein;
ATS-22R;16-Kanal Miniatur-Empfaenger;16 Channel Miniature Receiver;0257110;1;5;STANDARD;TW;0;STUECK;1;USD;94;189;0;0;IMG -> Monacor;4007754246230;E153;;1;0,111;0,052;85176930000;;1;112;Nein;
ATS-22T;16-Kanal Miniatur-Sender;16 Channel Mini. Transmitter;0257120;1;5;STANDARD;TW;0;STUECK;1;USD;94;189;0;0;IMG -> Monacor;4007754246247;E153;;1;0,113;0,055;85176990000;;1;100;Nein;
ATS-25C;Ladekoffer;Charger Case;0255180;1;5;STANDARD;TW;0;STUECK;1;USD;529;1.099;0;0;IMG -> Monacor;4007754239010;E152;;1;5,85;5,19;85044055900;;1;2;Nein;
ATS-30C;Ladekoffer;Charger Case;0244320;1;5;STANDARD;TW;0;STUECK;1;USD;429;879;0;0;IMG -> Monacor;4007754184792;E156;;1;7,1;6,5;85044055900;;1;2;Nein;
ATS-35CB;Ladetasche;Charger Bag;0255670;1;5;STANDARD;TW;0;STUECK;1;USD;499;1.029;0;0;IMG -> Monacor;4007754239690;E153;;1;3,46;2,9;85044055900;;1;4;Nein;
ATS-36C;Ladekoffer;Charger Case;0244700;1;5;STANDARD;TW;0;STUECK;1;USD;649;1.329;0;0;IMG -> Monacor;4007754191141;E154;;1;13,17;9,74;85044055900;;1;1;Nein;
ATS-42R;Empfaenger;Receiver;0254560;1;5;STANDARD;TW;0;STUECK;1;USD;79;159,9;0;0;IMG -> Monacor;4007754230901;E157;;1;0,112;0,076;85176930000;;1;42;Nein;
ATS-42T;Sender;Transmitter;0254570;1;5;STANDARD;TW;0;STUECK;1;USD;79;159,9;0;0;IMG -> Monacor;4007754230918;E157;;1;0,15;0,114;85181095900;;1;42;Nein;
ATS-50PS;Ladegeraet;Charger;0250080;1;5;STANDARD;TW;0;STUECK;1;USD;65;134,9;0;0;IMG -> Monacor;4007754242720;E152;;1;0,328;0,249;85044055900;;1;50;Nein;
ATS-50R;Empfaenger;Receiver;0255160;1;5;STANDARD;TW;0;STUECK;1;USD;89;179,9;0;0;IMG -> Monacor;4007754238990;E152;;1;0,107;0,065;85176930000;;1;42;Nein;
ATS-50T;Sender;Transmitter;0255170;1;5;STANDARD;TW;0;STUECK;1;USD;89;179,9;0;0;IMG -> Monacor;4007754239003;E152;;1;0,11;0,068;85181095900;;1;42;Nein;
ATS-60PS;Ladegraet;Charger;0257680;1;5;STANDARD;TW;0;STUECK;1;USD;105;215;0;0;MONACOR;4007754251173;E151;;1;0,285;0,19;85044055900;;1;100;Nein;
ATS-60R;Empfaenger;Receiver;0257660;1;5;STANDARD;TW;0;STUECK;1;USD;75;154,9;0;0;MONACOR;4007754251159;E151;;1;0,225;0,145;85176930000;;1;60;Nein;
ATS-60T;Sender;Transmitter;0257670;1;5;STANDARD;TW;0;STUECK;1;USD;75;154,9;0;0;MONACOR;4007754251166;E151;;1;0,225;0,15;85181095900;;1;60;Nein;
ATS-62C;Koffer;Case;0259100;8;43;STANDARD;TW;0;STUECK;1;USD;27;49,9;0;0;MONACOR;4007754256468;C49;;1;1,013;0,892;42021990900;;1;5;Nein;
ATT-19100;19" ELA-Abschwaecher;19" PA Attenuator;0172640;1;5;STANDARD;TW;0;STUECK;1;USD;219;449;0;0;MONACOR;4007754205626;E51;;1;2,77;2,07;85371098990;;1;2;Nein;
ATT-1950;19" ELA-Abschwaecher;19" PA Attenuator;0171370;1;5;STANDARD;TW;0;STUECK;1;USD;209;429;0;0;MONACOR;4007754179835;E51;;1;2,06;1,379;85043180900;ATT-19100;1;2;Nein;
ATT-20;Drehknopf;Knob;0034500;1;5;STANDARD;TW;0;STUECK;1;USD;1,8;3,69;0;0;MONACOR;4007754146288;E55;;1;0,003;0,003;39269097900;;100;300;Nein;
ATT-200;Einbaugehaeuse;Housing;0170550;1;5;STANDARD;TW;0;STUECK;1;USD;7,8;15,99;0;0;MONACOR;4007754090659;E54;;1;0,116;0,067;39269097900;;1;100;Nein;
ATT-200P;Gehaeuseplatte;Cover Plate;0170870;1;5;STANDARD;TW;0;STUECK;1;USD;3,1;6,49;0;0;MONACOR;4007754146318;E54;;1;0,026;0,024;39269097900;;100;300;Nein;
ATT-2100/WS;ELA-Abschwaecher, 100W;PA Attenuator, 100W;0172610;1;5;STANDARD;TW;0;STUECK;1;USD;35;72,9;0;0;MONACOR;4007754205596;E52;;1;0,31;0,26;85043180900;;1;60;Nein;
ATT-2100H/WS;ELA-Abschwaecher;PA Attenuator;0176150;1;5;STANDARD;TW;0;STUECK;1;USD;35;72,9;0;0;MONACOR;4007754255652;E53;;1;0,305;0,25;85043180900;;1;50;Nein;
ATT-212/WS;ELA-Abschwaecher, 12W;PA Attenuator, 12W;0173670;1;5;STANDARD;TW;0;STUECK;1;USD;25;52,9;0;0;MONACOR;4007754228151;E52;;1;0,212;0,156;85043180900;;1;100;Nein;
ATT-212H/WS;ELA-Abschwaecher;PA Attenuator;0176110;1;5;STANDARD;TW;0;STUECK;1;USD;25;52,9;0;0;MONACOR;4007754255614;E53;;1;0,205;0,15;85043180900;;1;50;Nein;
ATT-224/WS;ELA-Abschwaecher, 24W;PA Attenuator, 24W;0173680;1;5;STANDARD;TW;0;STUECK;1;USD;27;57,9;0;0;MONACOR;4007754228168;E52;;1;0,21;0,154;85043180900;;1;100;Nein;
ATT-224H/WS;ELA-Abschwaecher;PA Attenuator;0176120;1;5;STANDARD;TW;0;STUECK;1;USD;27;57,9;0;0;MONACOR;4007754255621;E53;;1;0,218;0,16;85043180900;;1;50;Nein;
ATT-235/WS;ELA-Abschwaecher, 35W;PA Attenuator, 35W;0170580;1;5;STANDARD;TW;0;STUECK;1;USD;29;59,9;0;0;MONACOR;4007754090680;E52;;1;0,268;0,212;85043180900;;1;100;Nein;
ATT-235H/WS;ELA-Abschwaecher;PA Attenuator;0176130;1;5;STANDARD;TW;0;STUECK;1;USD;29;59,9;0;0;MONACOR;4007754255638;E53;;1;0,215;0,155;85043180900;;1;50;Nein;
ATT-250/WS;ELA-Abschwaecher, 50W;PA Attenuator, 50W;0170590;1;5;STANDARD;TW;0;STUECK;1;USD;31;64,9;0;0;MONACOR;4007754090697;E52;;1;0,267;0,211;85043180900;;1;100;Nein;
ATT-250H/WS;ELA-Abschwaecher;PA Attenuator;0176140;1;5;STANDARD;TW;0;STUECK;1;USD;31;64,9;0;0;MONACOR;4007754255645;E53;;1;0,314;0,257;85043180900;;1;50;Nein;
ATT-300;Einbaugehaeuse;Housing;0171440;1;5;STANDARD;TW;0;STUECK;1;USD;7,2;14,99;0;0;MONACOR;4007754179910;E54;;1;0,084;0,061;39269097900;;1;48;Nein;
ATT-300C;Einbaugehaeuse;Installation Housing;0176430;1;5;NEUHEIT;CN;0;STUECK;1;USD;3,55;7,29;0;0;MONACOR;4007754260083;E54;;1;0,082;0,058;39269097900;;1;24;Nein;
ATT-306;Programmschalter;Program Switch;0171420;1;5;STANDARD;TW;0;STUECK;1;USD;19,5;39,9;0;0;MONACOR;4007754179897;E54;;1;0,151;0,111;85365015900;;1;24;Nein;
ATT-306PEU;ELA-Abschwaecher, 6W;PA Attenuator, 6W;0173690;1;5;STANDARD;CN;0;STUECK;1;USD;15;30,9;0;0;MONACOR;4007754228489;E52;;1;0,136;0,097;85371098990;;1;24;Nein;
ATT-3100PEU;ELA-Abschwaecher;PA Attenuator;0172630;1;5;STANDARD;TW;0;STUECK;1;USD;49;99,9;0;0;MONACOR;4007754205619;E52;;1;0,372;0,335;85371098990;;1;24;Nein;
ATT-312PEU;ELA-Abschwaecher;PA Attenuator;0171380;1;5;STANDARD;CN;0;STUECK;1;USD;29;59,9;0;0;MONACOR;4007754179842;E52;;1;0,207;0,168;85371098990;;1;24;Nein;
ATT-324PEU;ELA-Abschwaecher;PA Attenuator;0171390;1;5;STANDARD;TW;0;STUECK;1;USD;35;72,9;0;0;MONACOR;4007754179859;E52;;1;0,214;0,175;85371098990;;1;24;Nein;
ATT-325ST;Lautstaerkeregler;Volume Control;0171430;1;5;STANDARD;TW;0;STUECK;1;USD;74;149,9;0;0;MONACOR;4007754179903;E54;;1;0,309;0,277;85043180900;;1;24;Nein;
ATT-336PEU;ELA-Abschwaecher;PA Attenuator;0171400;1;5;STANDARD;TW;0;STUECK;1;USD;42;84,9;0;0;MONACOR;4007754179873;E52;;1;0,272;0,234;85371098990;;1;24;Nein;
ATT-350PEU;ELA-Abschwaecher;PA Attenuator;0171410;1;5;STANDARD;TW;0;STUECK;1;USD;46;94,9;0;0;MONACOR;4007754179880;E52;;1;0,273;0,233;85371098990;;1;24;Nein;
ATT-400;Einbaugehaeuse;Installation Housing;0171450;1;5;NEUHEIT;CN;0;STUECK;1;USD;8;16,49;0;0;MONACOR;4007754179927;E54;;1;0,115;0,075;39269097900;;1;48;Nein;
ATT-412PEU;Programmschalter;Program Switch;0171460;1;5;NEUHEIT;CN;0;STUECK;1;USD;54;109,9;0;0;MONACOR;4007754179934;E53;;1;0,34;0,28;85371098990;;1;24;Nein;
ATT-424PEU;Programmschalter;Program Switch;0171470;1;5;NEUHEIT;CN;0;STUECK;1;USD;58;119,9;0;0;MONACOR;4007754179941;E53;;1;0,345;0,29;85371098990;;1;24;Nein;
ATT-442ST;Lautstaerkeregler;Volume Control;0171860;1;5;STANDARD;TW;0;STUECK;1;;199;409;0;0;MONACOR;4007754181661;C27;;1;3,92;3,44;85043180900;;1;4;Nein;
ATT-500PD;Buchsenplatte;Chassis;0173880;1;5;STANDARD;CN;0;STUECK;1;USD;17,9;36,9;0;0;MONACOR;4007754231861;E54;;1;0,057;0,056;39269097900;;7;210;Nein;
ATT-506PEU;ELA-Abschwaecher, 6W;PA Attenuator, 6W;0173890;1;5;STANDARD;CN;0;STUECK;1;USD;29;59,9;0;0;MONACOR;4007754231878;E52;;1;0,248;0,212;85371098990;;1;30;Nein;
ATT-5100PEU;ELA-Abschwaecher, 100W;PA Attenuator, 100W;0173940;1;5;STANDARD;CN;0;STUECK;1;USD;43;89,9;0;0;MONACOR;4007754231922;E52;;1;0,375;0,342;85371098990;;1;30;Nein;
ATT-512PEU;ELA-Abschwaecher, 12W;PA Attenuator, 12W;0173900;1;5;STANDARD;CN;0;STUECK;1;USD;31;64,9;0;0;MONACOR;4007754231885;E52;;1;0,258;0,222;85371098990;;1;30;Nein;
ATT-524PEU;ELA-Abschwaecher, 24W;PA Attenuator, 24W;0173910;1;5;STANDARD;CN;0;STUECK;1;USD;33;67,9;0;0;MONACOR;4007754231892;E52;;1;0,265;0,231;85371098990;;1;30;Nein;
ATT-536PEU;ELA-Abschwaecher, 36W;PA Attenuator, 36W;0173920;1;5;STANDARD;CN;0;STUECK;1;USD;35;72,9;0;0;MONACOR;4007754231908;E52;;1;0,264;0,229;85371098990;;1;30;Nein;
AXC-137NLC;Modul-Kamera Objektiv normal;Module Camera Normal Lens;0184880;2;5;STANDARD;KR;0;STUECK;1;USD;94;159,9;0;0;MONACOR;4007754254617;S12;;1;0,128;0,092;85258019900;;1;100;Nein;
AXC-137PHC;Modul-Kamera Objektiv Nadeloehr;Module Camera Pinhole Lens;0184890;2;5;STANDARD;KR;0;STUECK;1;USD;94;159,9;0;0;MONACOR;4007754254624;S12;;1;0,12;0,085;85258019900;;1;100;Nein;
